wav_filename,wer,cer,original,prediction
common_voice_ca_21137619.wav,0.000000,0.000000,actualment està tancada convertida en un museu,actualment està tancada convertida en un museu
common_voice_ca_19922923.wav,0.000000,0.000000,el regne vàndal va mantenir un conflicte permanent amb l'imperi romà pel control del mediterrani,el regne vàndal va mantenir un conflicte permanent amb l'imperi romà pel control del mediterrani
common_voice_ca_21838153.wav,0.214286,0.100000,en aquest moment trobem també documentats els altars de sant joan i sant lambert,en aquest moment trobem també documental sols altars de sant joan i sant nombre
common_voice_ca_17901114.wav,0.000000,0.000000,indicis i característiques que determinen la idoneïtat,indicis i característiques que determinen la idoneïtat
common_voice_ca_17982416.wav,0.333333,0.250000,quin mal de cap que tinc,qui mal de cap que càmping
common_voice_ca_19046737.wav,0.400000,0.038462,hi havia sang pertot arreu,hi havia sang per tot arreu
common_voice_ca_19056947.wav,0.000000,0.000000,els carnestoltes donen voltes,els carnestoltes donen voltes
common_voice_ca_19104767.wav,0.000000,0.000000,qui espera es desespera,qui espera es desespera
common_voice_ca_19169327.wav,0.125000,0.022222,que bonica estava amb les seues toques negres,qui bonica estava amb les seues toques negres
common_voice_ca_19867424.wav,0.285714,0.090909,estava connectat a l'aeroport de dakar al sud i a l'aeroport d'agadir al nord,estava connectat a l'aeroport de de cara al sud i a l'aeroport de gaudir al nord
common_voice_ca_19908370.wav,0.000000,0.000000,antiga capella dedicada a sant sebastià i actualment en desús,antiga capella dedicada a sant sebastià i actualment en desús
common_voice_ca_17852479.wav,0.454545,0.157895,no puc venir perquè he d'acompanyar la meva mare al metge,no venir perquè hi ha d acompanyar la meva mare al metge
common_voice_ca_19910348.wav,0.000000,0.000000,malgrat estar sempre obert sovint hi ha pescadors i caçadors del país,malgrat estar sempre obert sovint hi ha pescadors i caçadors del país
common_voice_ca_17533100.wav,0.142857,0.060000,factors que influeixen en la permeabilitat cutània,factors que influeixen en la permeabilitat botànic
common_voice_ca_19334660.wav,0.181818,0.071429,venia tanta gent perquè també es jugava al joc de l'olla,venia tanta gent perquè també jugava el joc de l'olla
common_voice_ca_19073340.wav,0.055556,0.017857,l'incentiu a la innovació és l'eix de la política comercial que es pretén desenvolupar durant aquest nou període,l'incentiu la innovació és l'eix de la política comercial que es pretén desenvolupar durant aquest nou període
common_voice_ca_19503277.wav,0.833333,0.378378,aquesta va ser la seva única intervenció en les guerres civils britàniques,aquest blog és la meva intervenció manual guerra civil britànica
common_voice_ca_19896121.wav,0.454545,0.194444,penja d'un galó amb franges diagonals morades i blanques d'igual amplada,entrant en calor amb franges diagonals murades i blancas d'igual amplada
common_voice_ca_19036291.wav,0.333333,0.360000,gats i rates no fan lliga,els gats i rates no fan vibrar
common_voice_ca_17517031.wav,0.500000,0.218182,el premi no podrà ser compartit però sí declarat desert,el prevere codina ser compartit per ací declarat desert
common_voice_ca_19897634.wav,0.000000,0.000000,mengen detritus crustacis cucs insectes de la superfície i peixets,mengen detritus crustacis cucs insectes de la superfície i peixets
common_voice_ca_19897158.wav,0.333333,0.238095,la seu es troba a lió,el seu troba a lió
common_voice_ca_21792940.wav,0.166667,0.076923,la construcció és allargada i irregular,la construcció és allargada i regula
common_voice_ca_20155670.wav,0.000000,0.000000,es conserva força documentació de la casa,es conserva força documentació de la casa
common_voice_ca_20166294.wav,0.000000,0.000000,es troba en territori del poble de miravet,es troba en territori del poble de miravet
common_voice_ca_20005360.wav,0.200000,0.111111,un bon nombre duia cuirassa,un bon nombre núria cuirassa
common_voice_ca_18007286.wav,0.333333,0.187500,mira el rellotge,mira rellotge
common_voice_ca_20345370.wav,0.545455,0.450704,la percepció dels impostos el feien els francesos que després repartien,la percepció dels ecos col·legi falcó els francesos prioritats de fractura
common_voice_ca_20481543.wav,0.000000,0.000000,es tracta d'una casa pairal de grans dimensions orientada a ponent,es tracta d'una casa pairal de grans dimensions orientada a ponent
common_voice_ca_17478018.wav,0.200000,0.103896,titulació llicenciatura en matemàtiques o titulació equivalent si n'hi hagués,titulació de llicenciatura en matemàtiques o titulació equivalent si hagués
common_voice_ca_19736718.wav,0.125000,0.162791,fou el cap espiritual de la comunitat jueva,fou el cap desfilat de la comunitat jueva
common_voice_ca_17588299.wav,0.250000,0.085714,allò que està ben après mai es perd,allò que està ben après mai és fer
common_voice_ca_21774134.wav,0.000000,0.000000,a partir d'aquest moment compaginarà la seua tasca docent amb la creació artística,a partir d'aquest moment compaginarà la seua tasca docent amb la creació artística
common_voice_ca_20855333.wav,0.000000,0.000000,així ho determina l'última enquesta realitzada per la unió europea,així ho determina l'última enquesta realitzada per la unió europea
common_voice_ca_21877942.wav,0.000000,0.000000,no,no
common_voice_ca_18339564.wav,0.166667,0.033333,venim de sant boi de llobregat,venim de sant boi del llobregat
common_voice_ca_17627925.wav,1.000000,0.750000,ella assentí,ella que cerqui
common_voice_ca_19157343.wav,0.000000,0.000000,la millor defensa és un bon atac,la millor defensa és un bon atac
common_voice_ca_17460571.wav,0.000000,0.000000,no ho entenia,no ho entenia
common_voice_ca_19063164.wav,0.000000,0.000000,cada pregunta contestada erròniament té una penalització d'un terç sobre les correctes,cada pregunta contestada erròniament té una penalització d'un terç sobre les correctes
common_voice_ca_22170624.wav,1.000000,0.500000,quatre,qual
common_voice_ca_19927762.wav,0.083333,0.025641,es va fer impossible mantenir i finançar orquestres itinerants de setze músics,es va fer impossible mantenir finançar orquestres itinerants de setze músics
common_voice_ca_19335821.wav,0.000000,0.000000,més encara si es té en compte que aquesta multinacional preveu obrir un punt de venda oficial a catalunya,més encara si es té en compte que aquesta multinacional preveu obrir un punt de venda oficial a catalunya
common_voice_ca_18179316.wav,0.000000,0.000000,sa pobresa no és vilesa,sa pobresa no és vilesa
common_voice_ca_17457491.wav,0.000000,0.000000,el trasllat no donarà dret a dietes,el trasllat no donarà dret a dietes
common_voice_ca_20345188.wav,0.600000,0.287879,encara jove participa en les activitats de la resistència italiana,encara jove participa d'efectivitat delerós temple italiana
common_voice_ca_20176773.wav,0.000000,0.000000,el festival se celebra el primer i els següents tres dies del primer mes lunar,el festival se celebra el primer i els següents tres dies del primer mes lunar
common_voice_ca_21212178.wav,0.285714,0.111111,la capital de la província és nyanza,la capital de la província és ni alta
common_voice_ca_20420034.wav,0.090909,0.056604,va ser filmada en part en llocs on ella havia crescut,va ser filmada en part llocs on ella havia crescut
common_voice_ca_17520907.wav,0.000000,0.000000,actuacions que promoguin l'ús d'energies renovables,actuacions que promoguin l'ús d'energies renovables
common_voice_ca_19796135.wav,0.076923,0.018182,els seus colors són el vermell vi el groc or i el blanc,pels seus colors són el vermell vi el groc or i el blanc
common_voice_ca_20136202.wav,0.000000,0.000000,va ser molt intens,va ser molt intens
common_voice_ca_18405924.wav,0.357143,0.138889,però allò que a les dues germanes més els cridava l'atenció era la falla,per allò que les dues germanes més els cridava l'atenció en l any
common_voice_ca_18492888.wav,0.833333,0.500000,va llegir un manual de mysql,vallejo manual de ai seqüela
common_voice_ca_19895055.wav,0.333333,0.136986,en reconeixement el rei arnulf de caríntia va donar-li uns territoris més,en reconeixement al reial o de caríntia per donar-li uns territoris més
common_voice_ca_18301166.wav,0.083333,0.011111,amb invitació prèvia quan es considere necessari poden assistir també experts independents,amb invitació prèvia quan es considera necessari poden assistir també experts independents
common_voice_ca_18239665.wav,0.333333,0.090909,els nens opten pel joc psicomotor,els nens opten pel joc sicom motor
common_voice_ca_20299795.wav,0.000000,0.000000,és un gran casal cobert amb teulada de doble vessant sobre les façanes principals,és un gran casal cobert amb teulada de doble vessant sobre les façanes principals
common_voice_ca_20430429.wav,0.076923,0.012821,més separada hi ha una antiga torre circular que formava part d'aquest recinte,més separada i ha una antiga torre circular que formava part d'aquest recinte
common_voice_ca_20445043.wav,0.400000,0.186441,els valors estan expressats en euros i en dinars kuwaitians,els valors estan expressats en euros i amb nines cop haitians
common_voice_ca_20419983.wav,0.125000,0.016393,s'alimenta principalment de cucs mol·luscs i petits crustacis,s'alimenta principalment de cubs mol·luscs i petits crustacis
common_voice_ca_19908846.wav,0.000000,0.000000,allà treballen més de mil persones,allà treballen més de mil persones
common_voice_ca_18319999.wav,0.000000,0.000000,estic molt enrabiat molt,estic molt enrabiat molt
common_voice_ca_17478941.wav,0.000000,0.000000,en temps de verema totes les cistelles són bones,en temps de verema totes les cistelles són bones
common_voice_ca_17478937.wav,0.000000,0.000000,hi ha més dies que llonganisses i més hores que botifarres,hi ha més dies que llonganisses i més hores que botifarres
common_voice_ca_21604089.wav,0.000000,0.000000,arts escèniques,arts escèniques
common_voice_ca_19895764.wav,0.000000,0.000000,l'edifici principal fou el del culte funerari del rei amb una sala hipòstila al costat,l'edifici principal fou el del culte funerari del rei amb una sala hipòstila al costat
common_voice_ca_19895763.wav,0.000000,0.000000,el rectificador és usualment un pont trifàsic de díodes però també s'usen rectificadors controlats,el rectificador és usualment un pont trifàsic de díodes però també s'usen rectificadors controlats
common_voice_ca_21604086.wav,0.500000,0.100000,finalment l'exèrcit mongol es va retirar,finalment l'exèrcit mongol seva retirada
common_voice_ca_19906983.wav,0.000000,0.000000,les persones de pell blanca són superiors,les persones de pell blanca són superiors
common_voice_ca_19907285.wav,0.000000,0.000000,moltes de les composicions següents foren escrites originalment per a pel·lícules,moltes de les composicions següents foren escrites originalment per a pel·lícules
common_voice_ca_19906984.wav,0.142857,0.048193,els pagesos fabricaven formatge i mantega com a forma de conservar la llet produïda,els pagesos fabricant formatge i mantega com la forma de conservar la llet produïda
common_voice_ca_19907287.wav,0.000000,0.000000,no hi ha serveis públics disponibles en aquesta parcel·la,no hi ha serveis públics disponibles en aquesta parcel·la
common_voice_ca_17930323.wav,0.333333,0.100000,és l'hora d'esmorzar,els l'hora d'esmorzar
common_voice_ca_19903177.wav,0.000000,0.000000,el denominador és la massa molecular del compost,el denominador és la massa molecular del compost
common_voice_ca_17930320.wav,0.157895,0.048780,el món del programari lliure és un excel·lent camp d'aprenentatge per als professionals de les tecnologies de la informació,el món del programari lliure és un excel·lent camp d'aprenentatge per als professionals en les tecnologies una informació
common_voice_ca_19895002.wav,0.153846,0.064935,està ubicat al xamfrà i presenta una columna estriada amb basament i capitell,està ubicat al xamfrà i presenta una columna estriada envasament i capitell
common_voice_ca_19895003.wav,0.222222,0.054054,l'organització estarà basada en principis democràtics voluntaris i públics,l'organització a serà basada en principis democràtics voluntaris i públics
common_voice_ca_17537134.wav,0.250000,0.102564,la plaça era una mar multicolor de caps,la plaça era una mà multicolor a caps
common_voice_ca_17537133.wav,0.416667,0.191781,el seu domicili radicarà a castelló passeig de morella número quinze baix,si sóc cap al seu domicili radicarà castelló passeig de morella número quinze baix
common_voice_ca_20325542.wav,0.600000,0.161290,té forma de polígon quadrilàter,informar del polígon quadrilàter
common_voice_ca_19897596.wav,0.000000,0.000000,eren catòlics convençuts i políticament molt actius a la jove bèlgica,eren catòlics convençuts i políticament molt actius a la jove bèlgica
common_voice_ca_19897598.wav,0.000000,0.000000,alguns experts les consideren de fet còpies dels originals,alguns experts les consideren de fet còpies dels originals
common_voice_ca_20325543.wav,0.307692,0.164179,al cap de dos anys ja estava donant classes a la mateixa institució,el cap de dos anys estava donant calaix de la mateixa institució
common_voice_ca_17374038.wav,0.500000,0.300000,què oferim,t oferim
common_voice_ca_17468528.wav,0.000000,0.000000,moltes moltes gràcies per la vostra feina,moltes moltes gràcies per la vostra feina
common_voice_ca_17374040.wav,1.000000,0.888889,endebades,val
common_voice_ca_17473343.wav,0.300000,0.119048,el qui vulga ser papa que s'ho pose al cap,el qui vulgui ser papa que s'oposi al cap
common_voice_ca_17468529.wav,0.214286,0.076190,revisa i gestiona l'actualització dels continguts del departament publicats al portal de la transparència,revisa gestiona l'actualització dels continguts ni del departament publicats al portal de transparència
common_voice_ca_17473340.wav,0.000000,0.000000,lluna de gener l'amor prevé,lluna de gener l'amor prevé
common_voice_ca_19519751.wav,0.250000,0.083333,en leo té una obsessió per les eines,emilio té una obsessió per les eines
common_voice_ca_19519752.wav,0.166667,0.063830,químicament seran inerts i tèrmicament estables,químicament seran inès i tèrmicament estables
common_voice_ca_19908100.wav,0.000000,0.000000,ell era tanmateix el responsable pels enregistraments de tambor i la barreja final,ell era tanmateix el responsable pels enregistraments de tambor i la barreja final
common_voice_ca_19908097.wav,0.000000,0.000000,de forma aïllada entorn de la casa se'n troben d'altres portasses solls i d'altres,de forma aïllada entorn de la casa se'n troben d'altres portasses solls i d'altres
common_voice_ca_19911980.wav,0.230769,0.051282,el capítol reunit immediatament va nomenar guerau com a nou bisbe de barcelona,el capítol reunit immediatament anomenar grau com a nou bisbe de barcelona
common_voice_ca_19911977.wav,0.100000,0.045455,la sèrie va durar poc més d'un any en antena,la sèrie va durar poc més d'un any i en antena
common_voice_ca_19896372.wav,0.066667,0.034483,encara que no hi ha una descripció matemàtica completa hi ha solucions per alguns casos,encara que no hi ha una descripció matemàtica pleta hi ha solucions per alguns casos
common_voice_ca_19896371.wav,0.000000,0.000000,tots els edificis d'aquesta zona varen ser reconstruïts després del conflicte bèl·lic,tots els edificis d'aquesta zona varen ser reconstruïts després del conflicte bèl·lic
common_voice_ca_17498752.wav,0.125000,0.066667,és el marc que molts valencians conscients tenen instal·lat i en el qual se senten còmodes,és el que molts valencians conscients tenen instal·lar i en el qual se senten còmodes
common_voice_ca_17498749.wav,0.285714,0.232558,com poden haver-hi patents en una societat democràtica i una economia de lliure mercat,i patents una societat democràtica i una economia de lliure mercat
common_voice_ca_17894594.wav,0.750000,0.261905,boira al castell pica espart i fes cordell,boira el castell dir que és part i vers cordell
common_voice_ca_17894590.wav,0.000000,0.000000,el paràgraf inicial espantava els lectors,el paràgraf inicial espantava els lectors
common_voice_ca_21289200.wav,0.363636,0.196429,és un dels rius d'irlanda que té millor pesca de salmons,és un dels rius ter landa que temen la pesca de salmons
common_voice_ca_21289199.wav,0.166667,0.088235,té quatre carrils en cada direcció,per quatre carrils en cada direcció
common_voice_ca_21883989.wav,0.000000,0.000000,el territori mai va funcionar com un veritable estat independent,el territori mai va funcionar com un veritable estat independent
common_voice_ca_21883988.wav,0.000000,0.000000,a més va descobrir les fases de venus,a més va descobrir les fases de venus
common_voice_ca_17489812.wav,0.200000,0.100000,ara voldria unir-les totes en un sol punt de vista,ara voldria és les totes en un sol punt de vista
common_voice_ca_17489811.wav,0.352941,0.230769,en tot cas serà necessari no haver sigut qualificat amb zero punts en cap dels dos supòsits,en tot cas serà necessari no haver sigut qualificat encara uns dos supòsits
common_voice_ca_19895723.wav,0.200000,0.033898,per a un cilindre circular recte hi ha quatre possibilitats,per a un cilindre circular recta i ha quatre possibilitats
common_voice_ca_19895724.wav,0.000000,0.000000,la capital de la província és gweru,la capital de la província és gweru
common_voice_ca_20340439.wav,0.000000,0.000000,tot i ésser un canal es comporta com un riu,tot i ésser un canal es comporta com un riu
common_voice_ca_20340438.wav,0.111111,0.052632,forma part del grup de galàxies anomenat robert's quartet,forma part del grup de galàxies anomenat rovers quartet
common_voice_ca_19895375.wav,0.000000,0.000000,la seva escriptura es caracteritza per una inusual gran vocabulari amb notable puresa,la seva escriptura es caracteritza per una inusual gran vocabulari amb notable puresa
common_voice_ca_19895381.wav,0.000000,0.000000,la sortida de so és a través d'un brunzidor a la màquina mateixa,la sortida de so és a través d'un brunzidor a la màquina mateixa
common_voice_ca_17716764.wav,0.333333,0.153846,venim de seva,venint de seva
common_voice_ca_17716767.wav,0.000000,0.000000,un dibuix autògraf de dalí pot valer molts euros,un dibuix autògraf de dalí pot valer molts euros
common_voice_ca_21852760.wav,0.111111,0.019608,l'entrada estava al costat nord al nivell del terra,l'entrada estava al costat nord el nivell del terra
common_voice_ca_21852762.wav,0.230769,0.050000,de la mateixa manera hi ha diferència quant a l'autonomia econòmica dels ateneus,de la mateixa manera hi ha diferència quan l autonomia econòmica dels ateneus
common_voice_ca_19894046.wav,0.133333,0.022727,després de la seva ordenació es convertí en ajudant de direcció a l'observatori de viena,després de la seva ordenació es convertien ajudant de direcció a l'observatori de viena
common_voice_ca_19894052.wav,0.076923,0.026667,també s'ha conservat bé una paret transversal que anava de ponent a llevant,també s'ha conservat d una paret transversal que anava de ponent a llevant
common_voice_ca_20286815.wav,0.000000,0.000000,els independents i el partit popular,els independents i el partit popular
common_voice_ca_20286816.wav,0.000000,0.000000,creix en zones humides dels boscos temperats de les muntanyes de xile i l'argentina,creix en zones humides dels boscos temperats de les muntanyes de xile i l'argentina
common_voice_ca_18969179.wav,0.357143,0.179487,el volum b tampoc no serà admissible si no es va obtenir llicència urbanística,el volum bé tampoc no solen de cites i no es va obtenir llicència urbanística
common_voice_ca_18969182.wav,0.000000,0.000000,quins són,quins són
common_voice_ca_18415437.wav,1.000000,1.000000,quinze,xv
common_voice_ca_18415438.wav,0.000000,0.000000,no m'agrada la sopa de galets,no m'agrada la sopa de galets
common_voice_ca_19897656.wav,0.000000,0.000000,l'ordre de les trobades es decideix per sorteig abans de començar la competició,l'ordre de les trobades es decideix per sorteig abans de començar la competició
common_voice_ca_19897659.wav,0.000000,0.000000,és de perillositat alta a causa que dóna a mar obert i tenir fort onatge,és de perillositat alta a causa que dóna a mar obert i tenir fort onatge
common_voice_ca_19060003.wav,0.076923,0.040541,el personal amb jornada continuada tindrà dret a un descans de vint minuts,com personal amb jornada continuada tindrà dret a un descans de vint minuts
common_voice_ca_19060006.wav,0.083333,0.074074,per sant jaume i santa anna pinta el raïm i la magrana,per sant jaume i santa anna entre el raïm i la magrana
common_voice_ca_19897371.wav,0.000000,0.000000,ha perdut la seva innocència,ha perdut la seva innocència
common_voice_ca_19897367.wav,0.125000,0.046512,es va emetre dins del programa sense ficció,es va admetre dins del programa sense ficció
common_voice_ca_17499345.wav,0.000000,0.000000,com estava el món,com estava el món
common_voice_ca_19894992.wav,0.090909,0.017241,en semifinals de conferència el seu rival va ser utah jazz,en semifinals de conferència al seu rival va ser utah jazz
common_voice_ca_19894996.wav,0.000000,0.000000,per a una descripció completa vegeu l'article individual sobre cada tipus de pila o bateria,per a una descripció completa vegeu l'article individual sobre cada tipus de pila o bateria
common_voice_ca_17499343.wav,0.142857,0.074074,val més el sabó que la roba,val més el sabor que la roba
common_voice_ca_19897085.wav,0.066667,0.009901,a mesura que s'expandiren els consolats de mar augmentava el risc d'incompatibilitat amb altres drets,a mesura que s'expandiren els consolats de mar augmentava el risc d'incompatibilitat amb altres dret
common_voice_ca_19905585.wav,0.000000,0.000000,existeixen algunes diferències menors entre els repertoris de fonemes consonàntics dels dialectes totonaques,existeixen algunes diferències menors entre els repertoris de fonemes consonàntics dels dialectes totonaques
common_voice_ca_19905586.wav,0.333333,0.154930,es troba al japó les hawaii el mar de timor taiwan austràlia i el iemen,es troba al japó les hawaii el marc del timó taiwan austràlia i allotjament
common_voice_ca_19914359.wav,0.111111,0.062500,aquest animal rar menja insectes i cucs de terra,aquest animal rar mengen insectes i cucs de terra
common_voice_ca_19897612.wav,0.000000,0.000000,la decoració interior és classicista,la decoració interior és classicista
common_voice_ca_19914358.wav,0.071429,0.018868,no havien rodat cap llargmetratge però tenien estudis audiovisuals curtmetratges i experiència en rodatges,no havien rodat cap llargmetratge però tenien estudis audiovisuals curtmetratges i experiència en rodanxes
common_voice_ca_19897610.wav,0.000000,0.000000,aquesta vegada li va tocar jugar com a lateral esquerre,aquesta vegada li va tocar jugar com a lateral esquerre
common_voice_ca_19906786.wav,0.000000,0.000000,és per això que estic conferint-li l'honor,és per això que estic conferint-li l'honor
common_voice_ca_19024401.wav,0.000000,0.000000,això es veu en la llengua tant com en la política,això es veu en la llengua tant com en la política
common_voice_ca_19024399.wav,0.100000,0.044776,coneixement i aplicació dels signes que modifiquen l'atac dels sons,coneixement i aplicació dels cingles que modifiquen l'atac dels sons
common_voice_ca_19906789.wav,0.214286,0.058140,la cort estava situada al castell o palau principal i residències properes dels nobles,l'acord estava situada al castell el palau principal i residències properes dels nobles
common_voice_ca_20170672.wav,0.181818,0.096154,consta només de planta amb molt poca alçada i un pis,costa oest de planta amb molt poca alçada i un pis
common_voice_ca_20726082.wav,0.000000,0.000000,va ser nominada a l'oscar a la millor pel·lícula de parla no anglesa,va ser nominada a l'oscar a la millor pel·lícula de parla no anglesa
common_voice_ca_20726081.wav,0.000000,0.000000,per això el llenguatge té un aspecte individual i un aspecte social,per això el llenguatge té un aspecte individual i un aspecte social
common_voice_ca_19908448.wav,0.000000,0.000000,davant d'aquesta façana hi ha el cementiri,davant d'aquesta façana hi ha el cementiri
common_voice_ca_19897320.wav,0.000000,0.000000,limita amb els municipis d'amposta a l'oest i deltebre al nord,limita amb els municipis d'amposta a l'oest i deltebre al nord
common_voice_ca_19908451.wav,0.066667,0.010000,un dels trets característics d'aquest animal és que tenia els ullals únicament al maxil·lar inferior,un dels trets característics d'aquest animal és que tenia als ullals únicament al maxil·lar inferior
common_voice_ca_19897322.wav,0.090909,0.015152,els croats van ser sorpresos indefensos i el castell fou incendiat,els croats van ser sorpresos indefensos i del castell fou incendiat
common_voice_ca_17579975.wav,0.000000,0.000000,agost té la culpa i setembre porta la fruita,agost té la culpa i setembre porta la fruita
common_voice_ca_20508488.wav,0.142857,0.026316,per tant ha de conservar-se sense taca,per tant a de conservar-se sense taca
common_voice_ca_17579973.wav,0.333333,0.241379,amb el cuc es pesca l'anguila,amb balcó on es pesca l'anguila
common_voice_ca_17507443.wav,0.230769,0.064516,la democràcia que tanca el passat a la poesia li obre el futur,la democràcia que tanta el passat a la poesia d obra el futur
common_voice_ca_17507444.wav,0.045455,0.007143,el volum de reserves és d'uns setze milions set-cents seixanta mil metres cúbics que equival a unes quaranta-un milions nou-centes mil tones,el volum de reserves és d'un setze milions set-cents seixanta mil metres cúbics que equival a unes quaranta-un milions nou-centes mil tones
common_voice_ca_20508487.wav,0.111111,0.015873,l'estructura molecular és en làmines amb tetraedres i octaedres,l'estructura molecular és en làmines amb tetraedres i octàedres
common_voice_ca_21348639.wav,0.071429,0.024390,alguns invents remarcables són el termòmetre modern el llapis de grafit i el violí,alguns invents remarcables en el termòmetre modern el llapis de grafit i el violí
common_voice_ca_21348641.wav,0.133333,0.074074,ella en busca un amor ardent i sincer capaç de reemplaçar el seu disgust conjugal,ella busca un amor ardent i sense capaç de reemplaçar el seu disgust conjugal
common_voice_ca_19895250.wav,0.000000,0.000000,és una espècie endèmica d'uruguai,és una espècie endèmica d'uruguai
common_voice_ca_19896968.wav,0.111111,0.020000,en els llibres antics és sempre anomenada el romeu,en els llibres antics és sempre anomenava el romeu
common_voice_ca_19895251.wav,0.066667,0.012658,ocupava la posició de defensa central sent conegut per la seua duresa en el joc,ocupava la posició de defensa central sent conegut per la seva duresa en el joc
common_voice_ca_19896946.wav,0.285714,0.098592,a les catedrals hi ha un capítol de canonges que hi celebren els oficis,les catedrals i amb capítol de canonges que hi celebren els oficis
common_voice_ca_19895466.wav,0.000000,0.000000,es localitza a l'inici del barranc de la batalla,es localitza a l'inici del barranc de la batalla
common_voice_ca_19909067.wav,0.250000,0.095238,la capital és vianden,el capital és vianden
common_voice_ca_19296947.wav,0.000000,0.000000,anem a godall,anem a godall
common_voice_ca_19909065.wav,0.142857,0.041667,exerceix com professor en la universitat harvard,exerceix com a professor en la universitat harvard
common_voice_ca_19895468.wav,0.166667,0.066667,aquesta rebel·lió prompte va prendre un to anarquista i de caràcter polític,aquesta roba guió prompte va prendre un to anarquista i de caràcter polític
common_voice_ca_19296948.wav,0.666667,0.363636,anem a ullà,aneu a agulla
common_voice_ca_19379787.wav,0.000000,0.000000,ambdós pares curin dels pollets,ambdós pares curin dels pollets
common_voice_ca_19379788.wav,0.000000,0.000000,casa desenvolupada en planta baixa i pis,casa desenvolupada en planta baixa i pis
common_voice_ca_21292694.wav,0.000000,0.000000,des de llavors diverses organitzacions han participat en la reconstrucció del poble,des de llavors diverses organitzacions han participat en la reconstrucció del poble
common_voice_ca_21292693.wav,0.166667,0.101695,és ara una de les races de gats més populars dels concursos,ara és una de les races de gats més populars dels concursos
common_voice_ca_20065455.wav,0.000000,0.000000,s'hi collia poc blat sègol patates fajol llegums hortalisses i herba,s'hi collia poc blat sègol patates fajol llegums hortalisses i herba
common_voice_ca_20065450.wav,0.142857,0.045455,la gelosia d'ella provocà fricció entre ells,la gelosia d'ella provocar fricció entre ells
common_voice_ca_17378192.wav,0.222222,0.128205,de nadal a sant julià tretze dies hi ha,de nadal a sant julià tretze dies llar
common_voice_ca_17378193.wav,0.153846,0.044776,l'altra té més a veure amb el contingut i la formulació dels contes,l'altre té més a veure amb el contingut i la formulació dels comptes
common_voice_ca_19894556.wav,0.272727,0.115385,va haver de pledejar i no va tornar a la congregació,va haver a pla besar i no va tornar a la congregació
common_voice_ca_19894557.wav,0.300000,0.074627,aquesta estada determinà el seu interès també pels estudis occitans,aquesta estarà determinar el seu interés també pels estudis occitans
common_voice_ca_19914555.wav,0.300000,0.053333,és territorial solitària sedentària i bàsicament activa durant el crepuscle,és territorials solitud ària sedentària i bàsicament activa durant el crepuscle
common_voice_ca_19914559.wav,0.000000,0.000000,fins llavors havia estat una casa particular,fins llavors havia estat una casa particular
common_voice_ca_20324859.wav,0.142857,0.029412,van tenir cinc fills i tres filles,va tenir cinc fills i tres filles
