wav_filename,rtf,wer,cer,original,prediction
cam_04787_01536917998.wav,0.17,0.166667,0.032787,el logo de grup indonèsia és un monstre que sembla un pokémon,el logo del grup indonèsia és un monstre que sembla en pokémon
cam_02689_02105283723.wav,0.13,0.142857,0.031250,els vesits de mango em queden bé,els vestits de mango em queden bé
cam_02992_00343622788.wav,0.18,0.000000,0.000000,les maquinària que ven girbau està orientada a la neteja industrial,les maquinària que ven girbau està orientada a la neteja industrial
cam_06279_01736119352.wav,0.19,0.066667,0.013889,en van publicar un article a la vanguardia però no sé si és gaire fiable,em van publicar un article a la vanguardia però no sé si és gaire fiable
cam_03115_00060567600.wav,0.11,0.000000,0.000000,el conseller ausàs anava a les reunions al palau de la generalitat,el conseller ausàs anava a les reunions al palau de la generalitat
cam_07140_00638203382.wav,0.18,0.125000,0.088235,mandy moore no és una noia com cal,mandy mur no és una noia com cal
cam_03386_00809980701.wav,0.26,0.000000,0.000000,del brasil han sortit algunes de les més grans models dels nostres temps com ara alessandra ambrosio,del brasil han sortit algunes de les més grans models dels nostres temps com ara alessandra ambrosio
cam_02689_00573607082.wav,0.16,0.071429,0.052632,a mataró hi viu molta gent de gàmbia i no en sé el perquè,a mataró hi viu molta gent de gàmbia i no sé el perquè
cam_06705_01962369837.wav,0.17,0.062500,0.009615,va ser un eminent geògraf català del segle divuit plenament integrat a l'espanya guanyadora dels borbons,va ser una eminent geògraf català del segle divuit plenament integrat a l'espanya guanyadora dels borbons
cam_06705_01740832451.wav,0.12,0.166667,0.057971,les accions de carburants axoil han pujat més d'un cinquanta per cent,les accions de carburants en soil han pujat més d'un cinquanta per cent
cam_03115_01598892327.wav,0.10,0.000000,0.000000,josé corbacho a vegades es fa molt pesat,josé corbacho a vegades es fa molt pesat
cam_08967_00651805032.wav,0.28,0.125000,0.021053,un altre dels reusencs notables va ser el geògraf historiador i escriptor josep iglésies i fort,una altra dels reusencs notables va ser el geògraf historiador i escriptor josep iglésies i fort
cam_06582_01441333027.wav,0.18,0.000000,0.000000,els productes de johnson controls eurosit es distribueixen des de tarragona,els productes de johnson controls eurosit es distribueixen des de tarragona
cam_06705_01973373571.wav,0.15,0.000000,0.000000,a polinyà hi vaig treballar quan tenia divuit anys,a polinyà hi vaig treballar quan tenia divuit anys
cam_08935_00780612722.wav,0.25,0.176471,0.027273,si a l'escorxador frigorífic d'osona hi maten bestiar no m'hi trobareu pas perquè no m'agraden els escorxadors,si a l'escorxador frigorífic d'osona i maten bestiar nom hi trobareu pas perquè no m'agraden els escorxadors
cam_04484_01901967713.wav,0.13,0.500000,0.227273,vint-i-dos cara de gos,vintidós cara de agost
cam_02689_01304071204.wav,0.15,0.111111,0.088889,el vol cap a colòmbia feia escala a amsterdam,el vol cap a colòmbia hay escala a amsterdam
cam_00762_01755684641.wav,0.22,0.000000,0.000000,la campanya de micromecenatge espera recollir més de set mil euros,la campanya de micromecenatge espera recollir més de set mil euros
cam_03386_00199994363.wav,0.22,0.000000,0.000000,fernando alonso té el coll molt gruixut perquè està molt fort,fernando alonso té el coll molt gruixut perquè està molt fort
cam_00459_01976101592.wav,0.19,0.142857,0.025000,el més conegut d'islàndia és el bacallà els volcans i l'equip nacional de futbol,el més conegut d'islàndia és el bacallà els volcans i la equip nacional de futbol
cam_06279_00236303122.wav,0.16,0.000000,0.000000,la pedra gentil és una estructura del municipi de vallgorguina,la pedra gentil és una estructura del municipi de vallgorguina
cam_03386_01957675392.wav,0.16,0.000000,0.000000,penélope cruz és la parella de javier bardem,penélope cruz és la parella de javier bardem
cam_04484_01622288592.wav,0.15,0.250000,0.052632,hi ha hagut un incendi a lliçà d'amunt,hi ha hagut un incendi a lliçà de munt
cam_04484_01081254941.wav,0.20,0.250000,0.083333,m'agradaven tant les xocolatines milka que sempre en tenia una bona reserva guardada a la nevera,m'agradaven tant les xocolatines mil que que sempre en tenir una bona reserva hurgada a la nevera
cam_00762_01326535170.wav,0.27,0.875000,0.304348,necessito un cub d'avecrem per fer-me el dinar,necessite un cop lloguer creen per fer me el dinar?
cam_08935_00390067645.wav,0.20,0.100000,0.016949,vam fer un projecte de petroquímica amb repsol l'any passat,vam fer un projecte de petroquímica amb repsol lany passat
cam_03386_01287111611.wav,0.22,0.000000,0.000000,el big bang és el model cosmològic de l'univers que considera que aquest s'ha expandit,el big bang és el model cosmològic de l'univers que considera que aquest s'ha expandit
cam_06279_01307398413.wav,0.18,0.428571,0.111111,montserrat enfilem-nos al teulat i tastem si el vi de l'any ha sortit bo,montserrat enfilem nos al teulat i tastem si el vida l'enllaç sortit bo
cam_08967_00221215400.wav,0.21,0.142857,0.025641,un dels temes de treball djoan ruiz i carbonell ha estat el dels discapacitats,un dels temes de treball de joan ruiz i carbonell ha estat el dels discapacitats
cam_00459_01578390631.wav,0.14,0.090909,0.037736,el diari de javier godó és el més llegit de catalunya,el diari de javier godó és el més llegit a catalunya
cam_02992_01624881549.wav,0.17,0.058824,0.012500,l'únic que sé d'els amics de les arts és que es tracta d'un grup de músics joves,l'únic que sé dels amics de les arts és que es tracta d'un grup de músics joves
cam_08664_02002892736.wav,0.16,0.214286,0.080000,a barcelona tothom beu cervesa damm però a valència és més popular la mahou,a barcelona tothom beu cervesa damm però valència és més popular lamelo
cam_03115_01829339115.wav,0.11,0.000000,0.000000,facebook és la xarxa social més famosa del món,facebook és la xarxa social més famosa del món
cam_00459_00160813708.wav,0.16,0.000000,0.000000,la torre agbar enlluerna tota la ciutat quan es fa de nit,la torre agbar enlluerna tota la ciutat quan es fa de nit
cam_04910_00004101997.wav,0.19,0.076923,0.029851,diuen que com el vallès no hi ha res però l'oriental o l'occidental,diuen que com el vallès no hi ha res però l'oriental l'occidental
cam_08664_00602686824.wav,0.16,0.076923,0.060606,em sembla que la denise maestre està cridada a tenir un gran futur,em sembla que la d'inici maestre està cridada a tenir un gran futur
cam_04787_00531347264.wav,0.14,0.000000,0.000000,sant quirze del vallès és a prop de sabadell,sant quirze del vallès és a prop de sabadell
cam_06705_01409008011.wav,0.26,0.000000,0.000000,el poeta reusenc del dinou joaquim bartrina va escriure en català i castellà temes existencials impregnats de romanticisme,el poeta reusenc del dinou joaquim bartrina va escriure en català i castellà temes existencials impregnats de romanticisme
cam_08664_01662320089.wav,0.15,0.000000,0.000000,cesc fàbregas no era tan bo com tothom es pensava,cesc fàbregas no era tan bo com tothom es pensava
cam_00459_00453522588.wav,0.17,0.000000,0.000000,el diumenge s'esperen forts xàfecs pels voltants de riudarenes,el diumenge s'esperen forts xàfecs pels voltants de riudarenes
cam_00762_01650781697.wav,0.26,0.222222,0.106383,a barcelona hi viuen més d'un milió de persones,a barcelona i lyon més d'un milió de persones
cam_08664_01583725436.wav,0.15,0.500000,0.200000,saps si bristol és a anglaterra o als estats units,subsys bristol anglaterra o els estats units
cam_04787_00983967597.wav,0.14,0.000000,0.000000,aquest web només accepta targetes mastercard,aquest web només accepta targetes mastercard
cam_06582_00764639024.wav,0.15,0.000000,0.000000,hi ha una visita preparada per anar a veure les vinyes de comte de caralt,hi ha una visita preparada per anar a veure les vinyes de comte de caralt
cam_00762_00456165791.wav,0.24,0.222222,0.090909,repsol va tenir una crisi fa uns quants anys,gasol va tenir una crisi fa uns quants any
cam_02689_01046063374.wav,0.15,0.000000,0.000000,els nous pantalons de nike són prou bons per córrer,els nous pantalons de nike són prou bons per córrer
cam_03386_00103461479.wav,0.18,0.000000,0.000000,a sant julià de vilatorta encara es canten les tradicionals caramelles,a sant julià de vilatorta encara es canten les tradicionals caramelles
cam_08967_01325020888.wav,0.21,0.100000,0.035714,kia motors ha millorat molt la qualitat dels seus cotxes,kia motors hem millorat molt la qualitat dels seus cotxes
cam_06705_01985250780.wav,0.10,0.000000,0.000000,el bisbe de solsona és jove,el bisbe de solsona és jove
cam_07140_00923042198.wav,0.24,0.000000,0.000000,els elàstics de mango em van grans,els elàstics de mango em van grans
cam_08664_01740593251.wav,0.17,0.250000,0.026667,va anar-se'n a lovaina per un intercanvi durant els seus anys universitaris,va anar se'n a lovaina per una intercanvi durant els seus anys universitaris
cam_04484_01919318040.wav,0.10,0.000000,0.000000,a vilassar de dalt hi viu la meva amiga raquel,a vilassar de dalt hi viu la meva amiga raquel
cam_04484_01082345005.wav,0.15,0.222222,0.066667,per què no li demanes a l'antònia que t'ajudi,per què no l'hi demanés a l'antònia que t'ajudi
cam_04787_01681539363.wav,0.18,0.111111,0.009901,sempre m'ha cridat l'atenció la imatge de les ampolles d'anís del mono és una burla del senyor darwin,sempre m ha cridat l'atenció la imatge de les ampolles d'anís del mono és una burla del senyor darwin
cam_06279_01107843560.wav,0.24,0.375000,0.056604,a brussel·les s'hi poden menjar uns musclos boníssims,a brussel les si poden menjar uns musclos boníssims
cam_06582_00613960778.wav,0.16,0.125000,0.038462,quan era petit era molt innocent creia que a la selva del camp hi havia lleons,quan era petit era molt innocent. creia que la selva del camp hi havia lleons
cam_08967_00009716999.wav,0.21,0.181818,0.015152,diuen que melbourne és una de les ciutats més boniques d'austràlia,diuen que mel bourne és una de les ciutats més boniques d'austràlia
cam_03115_01070929626.wav,0.12,0.000000,0.000000,ciments molins industrial és una de les empreses més famoses de silicon valley,ciments molins industrial és una de les empreses més famoses de silicon valley
cam_00762_00434475933.wav,0.26,0.466667,0.168831,el banc hac essa be ce ha rebut molts diners públics per al seu refinançament,el banc h sw t ha rebut molts diners públic però el seu refinançament
cam_02689_01318609760.wav,0.16,0.000000,0.000000,el meu amic pere viu a prop del circuit de silverstone i s'ha comprat un abonament anual,el meu amic pere viu a prop del circuit de silverstone i s'ha comprat un abonament anual
cam_04787_01594311147.wav,0.14,0.166667,0.057692,els nens surten de l'escola a un quart i mig de cinc,els nens surten de l'escola un quart i mig de cinch
cam_04484_01024958015.wav,0.13,0.111111,0.047619,els jocs de mattel passen de pares a fills,els jocs de mattel passa de pares a fills
cam_00762_00652951943.wav,0.30,0.230769,0.090909,entenc que l'himàlaia és el nom de la serralada on hi ha l'everest,entenc que l'himalaia és el nom de la serralada on hi ha la mereix
cam_03115_00385083483.wav,0.12,0.375000,0.075472,vaig estar prenent el probiòtics d'almirall dos mesos,vaig estar prenent els probiòtics del mirall dos mesos
cam_03386_02067324482.wav,0.18,0.222222,0.072727,l'empresa grup dos-cents no té gaire presència a europa,l'empresa grup docents no té gaire presència europa
cam_08967_01487141313.wav,0.16,0.083333,0.039216,el pernil que es fa a york és popular arreu del món,el pernil que es fa york és popular arreu del món
cam_02689_01175157845.wav,0.14,0.100000,0.031250,carreteres autopistes i vies de tren travessen montcada i reixac,carreteres autopistes i vies de tren travessa montcada i reixac
cam_06582_00595593009.wav,0.12,0.000000,0.000000,la meva cosina s'ha comprat una casa a alcoletge,la meva cosina s'ha comprat una casa a alcoletge
cam_03386_00015378337.wav,0.20,0.166667,0.030303,julia roberts canta i fa d'actriu,júlia roberts canta i fa d'actriu
cam_02689_00152503628.wav,0.14,0.125000,0.061224,feia basarda veure saltar la gimnasta esther moya,feia basarda veure saltar la gimnasta esther nolla
cam_07140_01510445750.wav,0.21,0.153846,0.040000,el meu cap segueix portant samarretes de metallica com si fos un adolescent,el meu cap segueix portant samarretes de metàlica com si fos una adolescent
cam_03115_00450031165.wav,0.10,0.111111,0.019608,les últimes noticies sobre oracle no sonen gaire bé,les últimes notícies sobre oracle no sonen gaire bé
cam_08664_01148458128.wav,0.15,0.090909,0.028986,només fa falta que truquis a motors automòbils i vehicles industrials,només fa falta que truquis a motors d'automòbils i vehicles industrials
cam_02689_01181488420.wav,0.16,0.000000,0.000000,desconec si hi ha relació entre la ciutat de winchester i l'escopeta del mateix nom,desconec si hi ha relació entre la ciutat de winchester i l'escopeta del mateix nom
cam_04484_00596967627.wav,0.13,0.000000,0.000000,el grup dusminguet era de la garriga,el grup dusminguet era de la garriga
cam_06279_01005249740.wav,0.17,0.000000,0.000000,la petroquímica total és d'origen francès,la petroquímica total és d'origen francès
cam_00459_02026899595.wav,0.13,0.000000,0.000000,els pròxims tres dies són festa a pennsilvània,els pròxims tres dies són festa a pennsilvània
cam_08664_00618508476.wav,0.19,0.000000,0.000000,annabel cervantes geògrafa de formació ha fet de l'escriptura la seva autèntica vocació,annabel cervantes geògrafa de formació ha fet de l'escriptura la seva autèntica vocació
cam_08967_00854040691.wav,0.20,0.000000,0.000000,vam anar amb tota la família a port aventura,vam anar amb tota la família a port aventura
cam_07140_00503262512.wav,0.21,0.250000,0.093023,els calçotets de calvin klein són molt cars,els calçotets de cal vinclen són molt cars
cam_02992_00267778831.wav,0.16,0.000000,0.000000,se sabia totes les cançons de david bisbal,se sabia totes les cançons de david bisbal
cam_08967_00964533114.wav,0.18,0.125000,0.073171,quins horaris té el viena de la cantonada,quins horaris té el diente de la cantonada
cam_08664_00687922932.wav,0.14,0.000000,0.000000,anem a santa cristina d'aro a casa dels pares de la marta,anem a santa cristina d'aro a casa dels pares de la marta
cam_02992_00360312868.wav,0.17,0.333333,0.066667,a alexandria hi havia un far i una biblioteca,l'alexandria hi havia un fart i una biblioteca
cam_00459_01941793932.wav,0.18,0.142857,0.041096,al pallars sobirà s'hi troba la pica d'estats el cim més alt de catalunya,el pallars sobirà si troba la pica d'estats el cim més alt de catalunya
cam_06582_00507648012.wav,0.15,0.000000,0.000000,fa molt de temps que ningú no llegeix un poema de cerverí de girona fora d'un institut,fa molt de temps que ningú no llegeix un poema de cerverí de girona fora d'un institut
cam_04787_00691303412.wav,0.17,0.000000,0.000000,portland és la ciutat més important d'oregon,portland és la ciutat més important d'oregon
cam_00762_01106975476.wav,0.26,0.000000,0.000000,és la sisena de la llista,és la sisena de la llista
cam_04910_00604826923.wav,0.17,0.000000,0.000000,quina moneda es fa servir a bulgària,quina moneda es fa servir a bulgària
cam_06279_00120377286.wav,0.16,0.200000,0.052632,aniré a buscar-te a la biblioteca de montornès del vallès,aniré a buscar te la biblioteca de montornès del vallès
cam_08935_01735810618.wav,0.52,0.230769,0.064103,recordo francesc ferrer i gironés amb la seva pipa parlant de la catalanofòbia,recordo francesc ferrer i gironès amb la seva pita parlant de catalanofòbia
cam_00762_00707233531.wav,0.25,0.000000,0.000000,melendi va protagonitzar un espectacle lamentable en un avió,melendi va protagonitzar un espectacle lamentable en un avió
cam_08664_00975738029.wav,0.16,0.111111,0.041667,a pequín tenen un problema greu amb la pol·lució,a pequín tenen un problema greu amb la polució
cam_07140_02090200224.wav,0.20,0.000000,0.000000,puc veure tres bilions d'estrelles des de la meva finestra,puc veure tres bilions d'estrelles des de la meva finestra
cam_04910_01927033795.wav,0.16,0.000000,0.000000,quasi tots els meus amics vénen de la comarca del ripollès,quasi tots els meus amics vénen de la comarca del ripollès
cam_07140_01182641676.wav,0.24,0.357143,0.064103,la gent odia o estima les pel·lícules de woody allen ningú es queda indiferent,la gent odia ho estimen les pel lícules de woody allen. ningú es queda indiferent
cam_08664_01868592123.wav,0.13,0.000000,0.000000,no he viatjat mai a l'àfrica,no he viatjat mai a l'àfrica
cam_06582_02089125799.wav,0.16,0.058824,0.011111,no sabia exactament on em trobava i preguntant em van informar que allò era premià de dalt,no sabia exactament on em trobava i preguntant em van informar que allò era premià de dalt?
cam_00762_00017194398.wav,0.23,0.083333,0.041667,no sé si malgrat de mar és al maresme o la selva,no sé si malgrat de mar és del maresme o la selva
cam_08664_00352577868.wav,0.15,0.166667,0.016129,és el nou intent d'arribar a la presidència de la carme chacón,és el nou intent d arribar a la presidència de la carme chacón
cam_08967_00455247520.wav,0.29,0.277778,0.125000,durant la guerra civil alguns soldats republicans van anar al kazakhstan per aprendre a pilotar avions de combat,durant la guerra civil ho alguns soldats republicans van anar el que és extant per aprendre a pilotar avions de combat
cam_06582_01523738649.wav,0.15,0.000000,0.000000,sant salvador de guardiola té dos nuclis antics guardiola i salelles,sant salvador de guardiola té dos nuclis antics guardiola i salelles
cam_04910_00013009896.wav,0.19,0.000000,0.000000,no sé ara però fa molts anys el periódico publicava notícies amb un llenguatge i un fons ideològic molt clars,no sé ara però fa molts anys el periódico publicava notícies amb un llenguatge i un fons ideològic molt clars
cam_08664_01902715247.wav,0.13,0.444444,0.076923,adidas ja no patrocina l'equip de bàsquet de manresa,a dhides ja no patrocina l equip de bàsquet de manresa
cam_02689_00586314832.wav,0.16,0.333333,0.090909,oleguer presas va passar del barça a l'ajax d'amsterdam,oleguer presas va passar del barça el ajax amsterdam
cam_08664_01139205850.wav,0.15,0.250000,0.058824,la pizzeria sorrento està regentada per un napolità,la pizzeria sorrento està regentada per una polità
cam_07140_01066804372.wav,0.23,0.000000,0.000000,one direction és una de les bandes de pop més famoses,one direction és una de les bandes de pop més famoses
cam_03115_01335401471.wav,0.11,0.062500,0.026667,si vius al maresme i no saps què fer amb la ferralla truca a viuda clariana,si vius al maresme i no saps què fer amb la ferralla truca a viure clariana
cam_03386_00162067827.wav,0.16,0.125000,0.021739,arkana és un grup anglès de música electrònica,arcana és un grup anglès de música electrònica
cam_06582_01471082625.wav,0.13,0.181818,0.012658,retevisión és una empresa desapareguda que només apareix als llibres d'història,retevisión és una empresa desapareguda que només apareix als llibres d història
cam_07140_01078758943.wav,0.20,0.000000,0.000000,vols venir demà amb mi al concert de lady gaga,vols venir demà amb mi al concert de lady gaga
cam_08664_01462674775.wav,0.14,0.000000,0.000000,dani pedrosa no sap fer anuncis,dani pedrosa no sap fer anuncis
cam_06582_00006842154.wav,0.14,0.181818,0.049180,josé luis garci era un director de cinema espanyol molt famós,josé luís garcía era un director de cinema espanyol molt famós
cam_06705_01433549643.wav,0.11,0.000000,0.000000,el meu pare va néixer a tremp,el meu pare va néixer a tremp
cam_07140_01300081084.wav,0.20,0.500000,0.065217,sebastian vettel competeix amb l'equip ferrari,sebastien vettel competeix amb lequip ferrary
cam_02689_00234807274.wav,0.14,0.200000,0.032787,a l'aeroport de zuric hi fan escala molts vols internacionals,a l'aeroport de zurich i fan escala molts vols internacionals
cam_02689_01977020607.wav,0.12,0.000000,0.000000,els vins d'alella són prou bons,els vins d'alella són prou bons
cam_03115_00885004780.wav,0.09,0.400000,0.107143,és una pica duravit preciosa,és una picadura bit preciosa
cam_06582_02062449891.wav,0.19,0.071429,0.025641,va anar a polònia pensant que sabia polonès i resulta que només parlava català,va anar polònia pensant que sabia polonès i resulta que només parlava català
cam_08935_00407058825.wav,0.20,0.000000,0.000000,bellvís és entre la noguera i el segrià,bellvís és entre la noguera i el segrià
cam_08664_00365668762.wav,0.15,0.125000,0.036364,l'aquàrium de barcelona el visiten molts grups escolars,l'aquàrium de barcelona el visitant molts grups escolars
cam_00762_01938293302.wav,0.23,0.125000,0.087719,l'empresa miralles fa tot tipus de màquines electròniques,l'empresa mireia fa tot tipus de màquines electròniques
cam_03115_00396373832.wav,0.10,0.000000,0.000000,viladecavalls és un nom amb un significat entenedor,viladecavalls és un nom amb un significat entenedor
cam_04910_00656066796.wav,0.21,0.083333,0.041667,miquel maria gibert és un senyor molt agradable amb aspecte de despistat,miquel maria gibert és un senyor molt agradable amb aspecte despistat
cam_03115_01156293283.wav,0.10,0.083333,0.032787,a lleida es barallen amb els de saragossa per les obres d'art,a lleida es baralla amb els de saragossa per les obres d'art
cam_00762_00251667687.wav,0.24,0.142857,0.061538,aquest cap de setmana anirem a una casa rural a cassà de la selva,aquest cap de setmana aniré a una casa rural a casa de la selva
cam_02689_01794123216.wav,0.16,0.333333,0.050000,creus que joan canongia gerona voldria presentar-se com a alcalde per vacarisses,creus que joan canonja girona voldria presentar se com a alcalde per vacarisses
cam_06705_00400074739.wav,0.14,0.000000,0.000000,baixarem del metro a drassanes i passejarem per la rambla,baixarem del metro a drassanes i passejarem per la rambla
cam_06705_01768788913.wav,0.14,0.166667,0.046875,a l'estiu a sant jaume dels domenys hi fa una calor insuportable,el estiu a sant jaume dels domenys hi fa una calor insuportable
cam_00762_00971475346.wav,0.21,0.500000,0.157895,claríssimament a can lluís fan miralls,claríssimament a que en lluís fan mirall
cam_00459_01604520740.wav,0.16,0.000000,0.000000,me'n faig creus de la gent que va a la platja a cubelles al costat de la central tèrmica,me'n faig creus de la gent que va a la platja a cubelles al costat de la central tèrmica
cam_08967_00105345490.wav,0.17,0.000000,0.000000,el cafè de burundi és d'altíssima qualitat,el cafè de burundi és d'altíssima qualitat
cam_08664_00865030571.wav,0.13,0.090909,0.020000,el primer treball de la meva filla va ser a ibèria,el primer treball de la meva filla va ser a iberia
cam_04787_01492496853.wav,0.17,0.000000,0.000000,a causa d'un retard en la sortida del vol no van arribar a l'aeroport internacional de los angeles fins les quatre,a causa d'un retard en la sortida del vol no van arribar a l'aeroport internacional de los angeles fins les quatre
cam_03386_00616372135.wav,0.22,0.000000,0.000000,per reis em van regalar una cartera de pell de pell osona,per reis em van regalar una cartera de pell de pell osona
cam_04787_01730914942.wav,0.17,0.200000,0.030000,antonio garcía robledo nascut a la llagosta és un gran jugador d'handbol amb projecció internacional,antonio garcía robledo nascut la llagosta és un gran jugador d handbol amb projecció internacional
cam_03386_01028284859.wav,0.16,0.000000,0.000000,quan un restaurant m'ofereix pepsi canvio de beguda,quan un restaurant m'ofereix pepsi canvio de beguda
cam_00762_01472908865.wav,0.25,0.444444,0.180000,ramon bosc fou un capellà de la catalunya medieval,ramon bosch com cap allò de la catalunya medieval
cam_04910_00309060109.wav,0.19,0.090909,0.016393,durant molts anys mango va dominar el mercat de moda espanyol,durant molts anys mango va dominar el mercat de boda espanyol
cam_06279_00162052305.wav,0.17,0.000000,0.000000,us en recordeu de la nena de l'anunci de catalana d'occident,us en recordeu de la nena de l'anunci de catalana d'occident
cam_08935_00917320564.wav,0.21,0.000000,0.000000,el pont de suert està situat al prepirineu,el pont de suert està situat al prepirineu
cam_02992_00673277313.wav,0.18,0.333333,0.106061,visitaré israel l'any que ve per entendre els problemes de la zona,visita és real lany que ve per entendre els problemes de la zona
cam_06279_00867664194.wav,0.21,0.083333,0.015625,em fa patir veure joan quintana i paredes fent alpinisme de risc,em fa patir veure joan quintana i parides fent alpinisme de risc
cam_08967_01046800454.wav,0.21,0.555556,0.173077,totes les proves les pots fer a laboratoris hartmann,totes les profes les pots fiar de laboratori hackman
cam_08967_00848648209.wav,0.27,0.222222,0.195122,gedia s'ha desfet de la seva seu a girona,jardí s desfet de la seva seu a girona
cam_06582_00402754252.wav,0.12,0.000000,0.000000,el david és l'hereu de la família güell,el david és l'hereu de la família güell
cam_08935_01286572213.wav,0.24,0.000000,0.000000,el rap de jordi hurtado i la seva fórmula màgica contra l'envelliment són famosos,el rap de jordi hurtado i la seva fórmula màgica contra l'envelliment són famosos
cam_02689_00154151931.wav,0.15,0.000000,0.000000,el sistema de recollida de dades conté nou mil línies de codi,el sistema de recollida de dades conté nou mil línies de codi
cam_06279_01347947062.wav,0.17,0.200000,0.086207,instakrupp té seu a catalunya però és una empresa alemanya,insta club té seu a catalunya però és una empresa alemanya
cam_03115_01338123123.wav,0.10,0.250000,0.040816,m'agrada molt el vestit de les hostesses d'iberia,m'agrada molt el vestit de les hosteses d'ibèria
cam_08664_01907524363.wav,0.17,0.000000,0.000000,a la meva taula de lectura tinc un llibre d'àngel brunet pendent de llegir,a la meva taula de lectura tinc un llibre d'àngel brunet pendent de llegir
cam_07140_00004556964.wav,0.19,0.428571,0.044444,ha mort el cantant nord-americà stevie wonder,ha mort el cantant nord americà steve wonder
cam_02992_00607766393.wav,0.12,0.200000,0.043478,a l'estiu tota cuca viu,a lestiu tota cuca viu
cam_02992_02126790788.wav,0.16,0.000000,0.000000,fer el cim de l'everest és un repte físic i psicològic,fer el cim de l'everest és un repte físic i psicològic
cam_04484_01710130999.wav,0.15,0.000000,0.000000,sant joan és una festa popular que se celebra el vint-i-tres de juny,sant joan és una festa popular que se celebra el vint-i-tres de juny
cam_08967_01075598700.wav,0.19,0.100000,0.021739,a torres de segre hi fan bona fruita de lleida,a torres de segre i fan bona fruita de lleida
cam_08664_01937971212.wav,0.13,0.000000,0.000000,el carles puyol és nascut al pallars jussà,el carles puyol és nascut al pallars jussà
cam_03386_01892514262.wav,0.23,0.100000,0.021277,no he arribat a saber mai què se'n va fer de kevin jonas després de ser una estrella de disney,no he arribat a saber mai què se'n va fer de kevin jones després de ser una estrella de dizney
cam_02992_01519155318.wav,0.19,0.111111,0.018018,tot visitant el castell de stirling vaig tenir molts problemes per entendre l'accent anglès que parlava el guia,tot visitant el castell de stirling vaig tenir molts problemes per entendre el accent anglès que parlava el guia
cam_07140_00892797045.wav,0.19,0.222222,0.018519,en quin idioma es publiquen els llibres harper collins,en quin idioma es publiquen els llibres harpercollins
cam_04910_02037609049.wav,0.17,0.416667,0.144737,l'any dos-cents cinquanta-tres després de crist va passar alguna cosa a roma,lindo sents sinquanta tres després de crist va passar alguna cosa roma
cam_02689_00792774616.wav,0.14,0.285714,0.019608,m'agrada resoldre les torres d'hanoi per relaxar-me,m'agrada resoldre les torres d'hanoi per relaxar me
cam_00762_01973644396.wav,0.20,0.571429,0.181818,la meva germana va néixer l'any setanta-vuit,la meva germana va néixer els anys sixanta buit
cam_08967_00903419986.wav,0.18,0.428571,0.184211,un tarragoní viu a pyongyang i treballa pel govern militar de corea del nord,un tarragoní weweb i on hi han hi treballa pel govern militar de corea del nord
cam_08967_01926518987.wav,0.19,0.090909,0.016949,he portat el cotxe al taller morató perquè em canviïn l'oli,hi portat el cotxe al taller morató perquè em canviïn l'oli
cam_03386_01549011226.wav,0.21,0.071429,0.013514,rafael nadal és qui ha guanyat més títols del roland garros de la història,rafel nadal és qui ha guanyat més títols del roland garros de la història
