wav_filename,rtf,wer,cer,original,prediction
cam_08967_01487141313.wav,0.78,0.250000,0.117647,el pernil que es fa a york és popular arreu del món,col pernil que es fa york és popular d'arreu del món
cam_02689_01175157845.wav,0.67,0.700000,0.312500,carreteres autopistes i vies de tren travessen montcada i reixac,carreteres o autopistes quin és el tren travessen un carrer ressaca
cam_06582_00595593009.wav,0.42,0.000000,0.000000,la meva cosina s'ha comprat una casa a alcoletge,la meva cosina s'ha comprat una casa a alcoletge
cam_03386_00015378337.wav,1.00,1.000000,0.333333,julia roberts canta i fa d'actriu,què li ha roba es canta i a actriu
cam_02689_00152503628.wav,0.62,1.000000,0.551020,feia basarda veure saltar la gimnasta esther moya,senyores arreu resol que les gimnastes teu molla
cam_07140_01510445750.wav,0.88,0.230769,0.093333,el meu cap segueix portant samarretes de metallica com si fos un adolescent,oh el meu capaç segueix portant samarretes de metàl·lica com si fos un adolescent
cam_03115_00450031165.wav,0.37,0.111111,0.019608,les últimes noticies sobre oracle no sonen gaire bé,les últimes notícies sobre oracle no sonen gaire bé
cam_08664_01148458128.wav,0.48,0.363636,0.101449,només fa falta que truquis a motors automòbils i vehicles industrials,com es fa falta que et truqués a motors automòbils i vehicles industrials
cam_02689_01181488420.wav,0.62,0.400000,0.192771,desconec si hi ha relació entre la ciutat de winchester i l'escopeta del mateix nom,desconec si la relació entre la ciutat de guant sostre i escopeta el mateix nom
cam_04484_00596967627.wav,0.58,0.428571,0.194444,el grup dusminguet era de la garriga,el grup dos sí que era de la garriga
cam_06279_01005249740.wav,1.02,0.000000,0.000000,la petroquímica total és d'origen francès,la petroquímica total és d'origen francès
cam_00459_02026899595.wav,0.58,0.000000,0.000000,els pròxims tres dies són festa a pennsilvània,els pròxims tres dies són festa a pennsilvània
cam_08664_00618508476.wav,0.60,0.615385,0.206897,annabel cervantes geògrafa de formació ha fet de l'escriptura la seva autèntica vocació,per una veu cervantes el geògraf en la formació de fet de l'escriptura la seva autèntica vocació
cam_08967_00854040691.wav,0.96,0.111111,0.068182,vam anar amb tota la família a port aventura,vam anar amb tota la família del port aventura
cam_07140_00503262512.wav,1.12,0.500000,0.255814,els calçotets de calvin klein són molt cars,els calçotets de que el vincle són molt cares
cam_02992_00267778831.wav,0.80,0.125000,0.071429,se sabia totes les cançons de david bisbal,s'ha sabia totes les cançons de david bisbal
cam_08967_00964533114.wav,0.65,0.625000,0.365854,quins horaris té el viena de la cantonada,quin jurat llista yoli era de la cantonada
cam_08664_00687922932.wav,0.65,0.333333,0.192982,anem a santa cristina d'aro a casa dels pares de la marta,per anem es santa cristina lara upa casa dels pares de la marta
cam_02992_00360312868.wav,0.69,0.222222,0.111111,a alexandria hi havia un far i una biblioteca,a alexandria hi havia un fa aquí una biblioteca
cam_00459_01941793932.wav,0.67,0.500000,0.191781,al pallars sobirà s'hi troba la pica d'estats el cim més alt de catalunya,per al pallars sobirà si troba una picada estats en cinc més alt de catalunya
cam_06582_00507648012.wav,0.53,0.235294,0.069767,fa molt de temps que ningú no llegeix un poema de cerverí de girona fora d'un institut,fa molt de temps que ningú no llegeixo el poema de cervera i de girona fora d'un institut
cam_04787_00691303412.wav,0.70,0.857143,0.318182,portland és la ciutat més important d'oregon,porta la meva ciutat més important de bé bon
cam_00762_01106975476.wav,1.52,0.333333,0.240000,és la sisena de la llista,és una cinquena de la llista
cam_04910_00604826923.wav,0.67,0.000000,0.000000,quina moneda es fa servir a bulgària,quina moneda es fa servir a bulgària
cam_06279_00120377286.wav,0.84,0.400000,0.105263,aniré a buscar-te a la biblioteca de montornès del vallès,aniria buscat a la biblioteca del montornès del vallès
cam_08935_01735810618.wav,0.80,0.384615,0.115385,recordo francesc ferrer i gironés amb la seva pipa parlant de la catalanofòbia,recordo francesc ferrer gironès amb la seva pinta parlant de catalano fòbia
cam_00762_00707233531.wav,1.05,0.333333,0.150000,melendi va protagonitzar un espectacle lamentable en un avió,mirem d'iva protagonista un espectacle lamentable en un avió
cam_08664_00975738029.wav,0.65,0.222222,0.104167,a pequín tenen un problema greu amb la pol·lució,per quin tenen un problema greu amb la pol·lució
cam_07140_02090200224.wav,0.83,0.100000,0.017241,puc veure tres bilions d'estrelles des de la meva finestra,puc veure tres milions d'estrelles des de la meva finestra
cam_04910_01927033795.wav,0.70,0.090909,0.017241,quasi tots els meus amics vénen de la comarca del ripollès,quasi tots els meus amics venen de la comarca del ripollès
cam_07140_01182641676.wav,0.82,0.357143,0.141026,la gent odia o estima les pel·lícules de woody allen ningú es queda indiferent,la gent podia l'estima les pel·lícules de voldria l'han ningú es queda indiferent
cam_08664_01868592123.wav,0.58,0.000000,0.000000,no he viatjat mai a l'àfrica,no he viatjat mai a l'àfrica
cam_06582_02089125799.wav,0.54,0.294118,0.088889,no sabia exactament on em trobava i preguntant em van informar que allò era premià de dalt,no sabia exactament on em trobava i preguntarem van informar que allò era premiada del
cam_00762_00017194398.wav,1.17,0.250000,0.125000,no sé si malgrat de mar és al maresme o la selva,no sé si malgrat de mar és del maresme on la ceba
cam_08664_00352577868.wav,0.48,0.083333,0.064516,és el nou intent d'arribar a la presidència de la carme chacón,què és el nou intent d'arribar a la presidència de la carme chacón
cam_08967_00455247520.wav,0.74,0.333333,0.142857,durant la guerra civil alguns soldats republicans van anar al kazakhstan per aprendre a pilotar avions de combat,durant la guerra civil uns soldats republicans fan en el cas excitant per aprendre a pilotar avions de combat
cam_06582_01523738649.wav,0.58,0.272727,0.132353,sant salvador de guardiola té dos nuclis antics guardiola i salelles,per sant salvador de guardiola té dos nuclis antics guardiola i això elles
cam_04910_00013009896.wav,0.73,0.050000,0.027523,no sé ara però fa molts anys el periódico publicava notícies amb un llenguatge i un fons ideològic molt clars,no sé ara però fa molts anys el periódico publicava notícies en un llenguatge i un fons ideològic molt clars
cam_08664_01902715247.wav,0.51,0.111111,0.057692,adidas ja no patrocina l'equip de bàsquet de manresa,cadires ja no patrocina l'equip de bàsquet de manresa
cam_02689_00586314832.wav,0.59,0.888889,0.654545,oleguer presas va passar del barça a l'ajax d'amsterdam,colònia tres hores repassant el barça fas exercicis
cam_08664_01139205850.wav,0.57,0.750000,0.352941,la pizzeria sorrento està regentada per un napolità,que seria sol rem dos presentada per un napolità
cam_07140_01066804372.wav,1.11,0.727273,0.339623,one direction és una de les bandes de pop més famoses,o en direcció una de les bandes de popa només fa molts anys
cam_03115_01335401471.wav,0.50,0.437500,0.173333,si vius al maresme i no saps què fer amb la ferralla truca a viuda clariana,que si dius al maresme si no saps què fer amb la ferralla trucar a diu de l'ariadna
cam_03386_00162067827.wav,0.70,0.500000,0.239130,arkana és un grup anglès de música electrònica,ara que anem és un grup angelets de música electrònica
cam_06582_01471082625.wav,0.52,0.181818,0.101266,retevisión és una empresa desapareguda que només apareix als llibres d'història,però tradición és una empresa desapareguda que només apareix als llibres d'història
cam_07140_01078758943.wav,0.83,0.400000,0.130435,vols venir demà amb mi al concert de lady gaga,vols venir demà amb mi el concert de la idea gana
cam_08664_01462674775.wav,0.82,1.000000,0.709677,dani pedrosa no sap fer anuncis,de pren un simis
cam_06582_00006842154.wav,0.62,0.181818,0.098361,josé luis garci era un director de cinema espanyol molt famós,el josé luis agafi era un director de cinema espanyol molt famós
cam_06705_01433549643.wav,0.55,1.000000,0.758621,el meu pare va néixer a tremp,com no para de venir ser que tenim
cam_07140_01300081084.wav,1.03,0.500000,0.152174,sebastian vettel competeix amb l'equip ferrari,sebastià metre de competeix amb l'equip ferrari
cam_02689_00234807274.wav,0.59,0.600000,0.213115,a l'aeroport de zuric hi fan escala molts vols internacionals,que l'aeroport de suri que es fan escala a molts bols internacionals
cam_02689_01977020607.wav,0.60,0.500000,0.225806,els vins d'alella són prou bons,els vents de l'orella són prou bons
cam_03115_00885004780.wav,0.35,0.600000,0.321429,és una pica duravit preciosa,és un aplicar durabilitat preciosa
cam_06582_02062449891.wav,0.64,0.214286,0.115385,va anar a polònia pensant que sabia polonès i resulta que només parlava català,per a polònia pensant que s'havia polonès i resulta que només parlava català
cam_08935_00407058825.wav,1.13,0.500000,0.256410,bellvís és entre la noguera i el segrià,per ell vins és sempre la noguera i el segrià
cam_08664_00365668762.wav,0.60,0.500000,0.200000,l'aquàrium de barcelona el visiten molts grups escolars,que la cua de barcelona el visitant molts grups escolars
cam_00762_01938293302.wav,1.37,1.000000,0.684211,l'empresa miralles fa tot tipus de màquines electròniques,però hem pres també agafat el trípode màquina de qualitat
cam_03115_00396373832.wav,0.39,0.500000,0.117647,viladecavalls és un nom amb un significat entenedor,mira de cavalls és un home amb un significat entenedor
cam_04910_00656066796.wav,0.97,0.333333,0.125000,miquel maria gibert és un senyor molt agradable amb aspecte de despistat,miquel maria gilbert és un senyor molt agradable en l'aspecte despistat
cam_03115_01156293283.wav,0.49,0.500000,0.278689,a lleida es barallen amb els de saragossa per les obres d'art,què lleida es barregen amb els de saragossa parlar sobre este
cam_00762_00251667687.wav,1.17,0.357143,0.153846,aquest cap de setmana anirem a una casa rural a cassà de la selva,aquest cap de setmana aniran en una casa rural ha passat bé la selva
cam_02689_01794123216.wav,0.68,1.000000,0.637500,creus que joan canongia gerona voldria presentar-se com a alcalde per vacarisses,creus que joan que no han generat croma a veure't resar casa com molts altres però perquè llistes
cam_06705_00400074739.wav,0.63,0.300000,0.140351,baixarem del metro a drassanes i passejarem per la rambla,que baixaven del metro drassanes i passejarem per la rambla
cam_06705_01768788913.wav,0.58,0.500000,0.203125,a l'estiu a sant jaume dels domenys hi fa una calor insuportable,pel l'estiu sant jaume ii com menys i fa una calor insuportable
cam_00762_00971475346.wav,1.11,0.666667,0.210526,claríssimament a can lluís fan miralls,claríssimament el en lluís almirall
cam_00459_01604520740.wav,0.54,0.157895,0.090909,me'n faig creus de la gent que va a la platja a cubelles al costat de la central tèrmica,van faig creus de la gent que va a la platja ovelles al costat de la central tèrmica
cam_08967_00105345490.wav,0.81,0.857143,0.476190,el cafè de burundi és d'altíssima qualitat,porta freda volguda i visc altíssima qualitat
cam_08664_00865030571.wav,0.53,0.272727,0.140000,el primer treball de la meva filla va ser a ibèria,que el primer treball de la meva filla va ser ibèrica
cam_04787_01492496853.wav,0.62,0.333333,0.157895,a causa d'un retard en la sortida del vol no van arribar a l'aeroport internacional de los angeles fins les quatre,la causa d'un retard la sortida del vol no va arribar el motor internacional de les danses fins les quatre
cam_03386_00616372135.wav,0.87,0.500000,0.263158,per reis em van regalar una cartera de pell de pell osona,per reis setmana cala una cartera de pell de ell diu zona
cam_04787_01730914942.wav,0.74,0.733333,0.380000,antonio garcía robledo nascut a la llagosta és un gran jugador d'handbol amb projecció internacional,que em torni a marsella rebre'n no nascut en la vostra és un gran jugador com volem projecció internacional
cam_03386_01028284859.wav,0.93,0.875000,0.431373,quan un restaurant m'ofereix pepsi canvio de beguda,quan es creuran ofereix si em digui una beguda
cam_00762_01472908865.wav,1.20,0.777778,0.480000,ramon bosc fou un capellà de la catalunya medieval,que el món vots kong papallona de catalunya medieval
cam_04910_00309060109.wav,0.87,0.272727,0.098361,durant molts anys mango va dominar el mercat de moda espanyol,durant molts anys mama no va dominar un mercat de moda espanyol
cam_06279_00162052305.wav,0.77,0.272727,0.100000,us en recordeu de la nena de l'anunci de catalana d'occident,us en recordeu de la mena de l'anunci era catalana occident
cam_08935_00917320564.wav,0.95,0.125000,0.023810,el pont de suert està situat al prepirineu,el pont de suert està situat el prepirineu
cam_02992_00673277313.wav,0.71,0.583333,0.393939,visitaré israel l'any que ve per entendre els problemes de la zona,crisi que li regal la intel·lecte entendre els programes de la zona
cam_06279_00867664194.wav,0.93,0.416667,0.234375,em fa patir veure joan quintana i paredes fent alpinisme de risc,em fa patir veure joan quin camí ferides del comunisme de risc
cam_08967_01046800454.wav,0.88,1.000000,0.442308,totes les proves les pots fer a laboratoris hartmann,totes les prou fas l'espot seria el purgatori seu el nan
cam_08967_00848648209.wav,1.16,1.000000,0.707317,gedia s'ha desfet de la seva seu a girona,li digui això decidit dues siguin les seues gironès
cam_06582_00402754252.wav,0.60,0.250000,0.179487,el david és l'hereu de la família güell,com també és l'hereu de la família güell
cam_08935_01286572213.wav,0.88,0.142857,0.086420,el rap de jordi hurtado i la seva fórmula màgica contra l'envelliment són famosos,el rap de jordi un canvi la seva fórmula màgica contra l'envelliment són famosos
cam_02689_00154151931.wav,0.61,0.166667,0.098361,el sistema de recollida de dades conté nou mil línies de codi,que el sistema de recollir de dades conté nou mil línies de codi
cam_06279_01347947062.wav,0.87,0.400000,0.310345,instakrupp té seu a catalunya però és una empresa alemanya,com se t'acut deixava catalunya però és una empresa alemanya
cam_03115_01338123123.wav,0.50,0.125000,0.081633,m'agrada molt el vestit de les hostesses d'iberia,m'agrada molt el vestit de les hostesses misèria
cam_08664_01907524363.wav,0.53,0.142857,0.094595,a la meva taula de lectura tinc un llibre d'àngel brunet pendent de llegir,que la meva taula de lectura tinc un llibre d'àngel gurmet pendent de llegir
cam_07140_00004556964.wav,1.09,0.857143,0.400000,ha mort el cantant nord-americà stevie wonder,a l'hora del cantant nord-americà d'estiu en guerra
cam_02992_00607766393.wav,0.75,0.000000,0.000000,a l'estiu tota cuca viu,a l'estiu tota cuca viu
cam_02992_02126790788.wav,0.71,0.545455,0.240741,fer el cim de l'everest és un repte físic i psicològic,que el cim de la veuràs que és un repte físics i psicològics
cam_04484_01710130999.wav,0.67,0.384615,0.176471,sant joan és una festa popular que se celebra el vint-i-tres de juny,quan joan és una festa el color que se celebra el vintè tres de juny
cam_08967_01075598700.wav,1.16,0.400000,0.239130,a torres de segre hi fan bona fruita de lleida,torres de segre i fan bona fruita vegi bé
cam_08664_01937971212.wav,0.65,0.750000,0.285714,el carles puyol és nascut al pallars jussà,pel que es cull olis nascut el pallars jussà
cam_03386_01892514262.wav,0.80,0.300000,0.234043,no he arribat a saber mai què se'n va fer de kevin jonas després de ser una estrella de disney,no he arribat de saber mai que se'n va fer aquest inclouen les després de ser una estrella de distingir
cam_02992_01519155318.wav,0.63,0.444444,0.162162,tot visitant el castell de stirling vaig tenir molts problemes per entendre l'accent anglès que parlava el guia,pot visitar molt castell d'easterlin vaig tenir molts problemes per entendre l'accent en clares que parlava el dia
cam_07140_00892797045.wav,0.92,0.777778,0.314815,en quin idioma es publiquen els llibres harper collins,quin idioma es publicava els llibres que ara per colin més
cam_04910_02037609049.wav,0.62,0.500000,0.105263,l'any dos-cents cinquanta-tres després de crist va passar alguna cosa a roma,l'any de cent cinquanta tres després de crist va passar alguna cosa forma
cam_02689_00792774616.wav,0.60,0.571429,0.254902,m'agrada resoldre les torres d'hanoi per relaxar-me,m'agrada resoldre les torres de noies però l'examen
cam_00762_01973644396.wav,0.95,0.714286,0.386364,la meva germana va néixer l'any setanta-vuit,la meva germana va néixer el aquestes són per avui
cam_08967_00903419986.wav,0.78,0.571429,0.315789,un tarragoní viu a pyongyang i treballa pel govern militar de corea del nord,un que reguli viu aquí el n'hi ha que hi treballa pel govern militar de corea del nord
cam_08967_01926518987.wav,0.79,0.363636,0.101695,he portat el cotxe al taller morató perquè em canviïn l'oli,hem portat al cotxe al taller morato perquè canviïn l'oli
cam_03386_01549011226.wav,0.75,0.428571,0.162162,rafael nadal és qui ha guanyat més títols del roland garros de la història,per fer el nadal és que ha guanyat més títols del roben gros de la història
